CLK_REF_COUNTER, CPU0 COUNTER, CPU0 - Data Cache Refill, CPU0 - Data Cache Access, CPU0 - Data Stall, CPU0 - Write Stall, CPU0 - Instruction Rename, CPU0 - Branch Miss
1426552197937040000,167301464,5091205,474054661,38714477,0,818333450,5551024
1426552197987040000,167819637,5106093,488559776,38846634,0,845699731,5566284
1426552198037040000,168343176,5123432,503184135,38990425,0,873369201,5581731
1426552198087040000,168859863,5140075,517623665,39128778,0,900677630,5596975
1426552198137040000,169383367,5155722,532269883,39267712,0,928323305,5612391
1426552198187040000,169904836,5173099,546835385,39412210,0,955882729,5627775
1426552198237040000,170437722,5188126,561756013,39545367,0,984026090,5643467
1426552198287040000,170955849,5205481,576227141,39689576,0,1011409076,5658754
1426552198337040000,171477952,5220321,590844056,39820341,0,1038984446,5674130
1426552198390040000,172032581,5238129,606344448,39969994,0,1068292194,5690487
1426552198440040000,172557744,5255422,621014553,40113891,0,1096047295,5705980
1426552198490040000,173061673,5269983,635118962,40241721,0,1122664272,5720824
1426552198540040000,173581181,5287158,649629910,40384192,0,1150121678,5736152
1426552198590040000,174116012,5302305,664604668,40519099,0,1178366267,5751899
1426552198640040000,174640906,5319565,679268274,40660910,0,1206109185,5767387
1426552198690040000,175157904,5334337,693741986,40789339,0,1233416726,5782614
1426552198740040000,175672874,5351470,708125281,40930522,0,1260635430,5797809
1426552198790040000,176183962,5366162,722431765,41059177,0,1287630303,5812863
1426552198840040000,176720009,5383733,737408208,41205990,0,1315958228,5828674
1426552198890040000,177224499,5400687,751496646,41344094,0,1342625581,5843563
1426552198940040000,177760422,5415875,766501850,41479954,0,1370927080,5859343
1426552198990040000,178281177,5433151,781047654,41623321,0,1398449628,5874708
1426552199040040000,178806251,5448052,795748405,41754227,0,1426181877,5890171
1426552199090040000,179326966,5465189,810294510,41894625,0,1453704997,5905535
1426552199140040000,179846485,5480089,824837811,42026558,0,1481142762,5920835
1426552199190040000,180367275,5497179,839386111,42166659,0,1508670030,5936201
1426552199240040000,180876820,5511907,853649010,42295305,0,1535583300,5951211
1426552199290040000,181406190,5529296,868437785,42439542,0,1563560379,5966827
1426552199340040000,181929620,5546652,883058989,42583398,0,1591223971,5982269
1426552199392040000,182471493,5561874,898232279,42719521,0,1619839836,5998224
1426552199442040000,182990657,5579173,912733688,42861842,0,1647279427,6013542
1426552199492040000,183510171,5594039,927277799,42991821,0,1674718591,6028843
1426552199542040000,184033635,5611343,941900275,43135051,0,1702384680,6044286
1426552199592040000,184557472,5628871,956531758,43281702,0,1730067481,6059740
1426552199642040000,185068132,5643598,970825844,43411029,0,1757039154,6074781
1426552199692040000,185596313,5661097,985580320,43557182,0,1784952020,6090361
1426552199742040000,186117164,5675846,1000162533,43686550,0,1812462411,6105702
1426552199792040000,186638068,5693187,1014712175,43830648,0,1839992294,6121070
1426552199842040000,187160028,5708014,1029325418,43960490,0,1867560826,6136442
1426552199892040000,187664304,5724971,1043407490,44099234,0,1894216178,6151325
1426552199942040000,188200236,5740095,1058414265,44232512,0,1922520629,6167106
1426552199992040000,188720952,5757386,1072959311,44375106,0,1950041864,6182469
1426552200042040000,189238931,5772134,1087460371,44504273,0,1977400611,6197725
1426552200092040000,189762869,5789465,1102096259,44647448,0,2005091683,6213183
1426552200142040000,190283076,5806751,1116626644,44790656,0,2032585441,6228531
1426552200192040000,190802108,5821526,1131157014,44920776,0,2059998990,6243818
1426552200242040000,191329664,5838762,1145895598,45062803,0,2087882129,6259382
1426552200292040000,191847745,5853569,1160398534,45194029,0,2115244329,6274640
1426552200342040000,192368012,5870846,1174930386,45337688,0,2142740803,6289989
1426552200392040000,192887525,5885738,1189473658,45469448,0,2170178546,6305289
1426552200442040000,193409865,5902995,1204064235,45612739,0,2197784873,6320700
1426552200492040000,193926474,5917770,1218526439,45742257,0,2225070836,6335916
1426552200542040000,194457510,5935068,1233363572,45884131,0,2253138279,6351583
1426552200592040000,194962241,5949635,1247491114,46011118,0,2279798550,6366451
1426552200642040000,195481881,5966866,1262006086,46152990,0,2307263537,6381783
1426552200692040000,196009944,5984204,1276758428,46296482,0,2335172395,6397361
1426552200742040000,196531981,5999108,1291372866,46428316,0,2362743180,6412735
1426552200792040000,197056874,6016494,1306034638,46573812,0,2390482582,6428219
1426552200842040000,197574626,6031378,1320528084,46705590,0,2417827127,6443467
1426552200892040000,198095547,6048508,1335079818,46846539,0,2445360762,6458838
1426552200942040000,198616993,6063345,1349678317,46976870,0,2472901745,6474195
1426552200992040000,199136049,6080518,1364176562,47119135,0,2500335429,6489510
1426552201042040000,199658144,6095475,1378793791,47251351,0,2527916135,6504906
1426552201092040000,200179018,6112599,1393342346,47393143,0,2555439175,6520253
1426552201142040000,200700023,6129890,1407895619,47535761,0,2582975712,6535626
1426552201192040000,201222142,6144829,1422512389,47667782,0,2610550888,6551001
1426552201242040000,201741625,6162272,1437021036,47813773,0,2638003991,6566327
1426552201292040000,202257104,6176907,1451451951,47941709,0,2665231536,6581510
1426552201342040000,202783099,6194248,1466145790,48085173,0,2693031014,6597028
1426552201395040000,203336693,6212087,1481616586,48235622,0,2722283391,6613353
1426552201445040000,203858758,6226960,1496232321,48366624,0,2749856597,6628729
1426552201495040000,204376750,6244182,1510700487,48509064,0,2777233998,6644012
1426552201545040000,204896237,6259044,1525243492,48639777,0,2804671177,6659312
1426552201595040000,205421378,6276545,1539911876,48786054,0,2832423044,6674803
1426552201645040000,205940893,6291405,1554455615,48916770,0,2859861571,6690104
1426552201695040000,206460273,6308532,1568963866,49057308,0,2887313984,6705428
1426552201745040000,206980859,6323477,1583537096,49189706,0,2914807612,6720760
1426552201795040000,207494922,6340534,1597895546,49329274,0,2941979899,6735929
1426552201845040000,208021588,6356948,1612622161,49465191,0,2969815207,6751467
1426552201895040000,208535598,6372467,1626998332,49599504,0,2996965820,6766607
1426552201945040000,209064077,6389861,1641761991,49743835,0,3024895841,6782197
1426552201995040000,209583797,6404730,1656311747,49874247,0,3052345655,6797504
1426552202045040000,210107466,6422122,1670939423,50018812,0,3080021214,6812954
1426552202095040000,210628137,6436984,1685515699,50149890,0,3107520761,6828288
1426552202145040000,211146471,6454174,1699993747,50291701,0,3134916641,6843581
1426552202195040000,211668374,6469085,1714604701,50423211,0,3162480888,6858951
1426552202245040000,212194483,6486597,1729300092,50570384,0,3190283252,6874471
1426552202295040000,212711300,6501357,1743768320,50699505,0,3217580502,6889692
1426552202345040000,213230902,6518767,1758280909,50844098,0,3245041026,6905022
1426552202398040000,213788359,6536556,1773862021,50992323,0,3274499780,6921462
1426552202448040000,214299609,6551449,1788171383,51124897,0,3301500018,6936519
1426552202498040000,214827326,6568631,1802915176,51265958,0,3329392879,6952089
1426552202548040000,215334156,6583217,1817101994,51393070,0,3356163934,6967019
1426552202598040000,215866183,6600689,1831965858,51537858,0,3384281343,6982713
1426552202648040000,216385543,6617927,1846472841,51679992,0,3411731245,6998037
1426552202698040000,216906356,6632578,1861054645,51807767,0,3439241091,7013377
1426552202748040000,217435216,6650009,1875828796,51952766,0,3467190713,7028978
1426552202798040000,217950937,6664954,1890264342,52085503,0,3494426958,7044166
1426552202848040000,218478317,6682386,1904996598,52230525,0,3522298245,7059724
1426552202898040000,218984656,6696984,1919169464,52357779,0,3549043233,7074639
1426552202948040000,219511956,6714312,1933900418,52500835,0,3576912064,7090195
1426552202998040000,220035369,6729279,1948553607,52633338,0,3604555305,7105609
1426552203048040000,220553666,6746486,1963030602,52775263,0,3631949237,7120902
1426552203098040000,221075551,6762855,1977622521,52912184,0,3659530122,7136298
1426552203148040000,221597968,6778648,1992234001,53049629,0,3687123293,7151685
1426552203198040000,222117479,6795930,2006744689,53192730,0,3714580271,7167013
1426552203248040000,222638329,6810670,2021326842,53321878,0,3742090656,7182352
1426552203298040000,223160304,6828001,2035907054,53465529,0,3769677608,7197752
1426552203348040000,223678387,6842847,2050410566,53595929,0,3797040909,7213011
1426552203401040000,224233299,6860849,2065918077,53747881,0,3826361947,7229375
1426552203451040000,224752737,6878197,2080426419,53891917,0,3853814499,7244700
1426552203501040000,225273686,6892996,2095011158,54021735,0,3881329742,7260043
1426552203551040000,225795943,6910395,2109598586,54166801,0,3908930198,7275450
1426552203601040000,226312199,6925191,2124050549,54296826,0,3936197147,7290655
1426552203651040000,226837749,6942566,2138731661,54440739,0,3963972696,7306160
1426552203701040000,227357020,6957401,2153269092,54570479,0,3991399504,7321453
1426552203751040000,227872542,6974637,2167666991,54713721,0,4018645438,7336663
1426552203801040000,228393592,6989520,2182254000,54844865,0,4046164885,7352009
1426552203851040000,228903862,7006832,2196503110,54989070,0,4073132782,7367064
1426552203901040000,229423813,7021673,2211059338,55119387,0,4100594663,7382378
1426552203951040000,229942708,7038844,2225553515,55260600,0,4128020727,7397689
1426552204001040000,230463654,7055549,2240112676,55398646,0,4155555226,7413059
1426552204051040000,230985849,7070981,2254724560,55533907,0,4183134317,7428438
1426552204101040000,231506581,7088315,2269268881,55678914,0,4210654048,7443801
1426552204151040000,232028835,7103096,2283890776,55808224,0,4238238773,7459182
1426552204201040000,232550963,7120468,2298475030,55952422,0,4265833364,7474586
1426552204251040000,233067803,7135307,2312943009,56083373,0,4293130243,7489807
1426552204301040000,233591323,7152525,2327567625,56225237,0,25832938,7505254
1426552204351040000,234110719,7167206,2342109220,56353167,0,53267438,7520551
1426552204404040000,234662758,7185105,2357535611,56504682,0,82436854,7536831
1426552204454040000,235179748,7202358,2371975133,56647578,0,109760689,7552084
1426552204504040000,235705706,7217182,2386701508,56777488,0,137540762,7567575
1426552204554040000,236225242,7234273,2401214410,56917492,0,165001822,7582905
1426552204604040000,236745915,7249252,2415789481,57051202,0,192498974,7598237
1426552204654040000,237266888,7266440,2430342176,57193037,0,220034416,7613609
1426552204704040000,237788892,7281356,2444956120,57324274,0,247604262,7628983
1426552204754040000,238314675,7298633,2459643778,57468085,0,275392174,7644494
1426552204804040000,238857310,7316271,2474806140,57615632,0,304067829,7660498
1426552204854040000,239352501,7330855,2488663804,57743304,0,330223331,7675086
1426552204915040000,239988877,7349882,2506467987,57908447,0,363839400,7693836
1426552204965040000,240520579,7367254,2521322579,58053088,0,391939443,7709522
1426552205015040000,241045147,7384452,2535976632,58195335,0,419664512,7724998
1426552205065040000,241563305,7399270,2550482423,58325203,0,447032082,7740259
1426552205115040000,242086259,7416586,2565090294,58468704,0,474670744,7755687
1426552205165040000,242607625,7431475,2579685821,58600413,0,502206156,7771042
1426552205215040000,243128613,7448766,2594238743,58742603,0,529742068,7786413
1426552205265040000,243646720,7463630,2608742553,58873710,0,557105971,7801672
1426552205315040000,244170250,7480987,2623366216,59018478,0,584774127,7817117
1426552205365040000,244691086,7497542,2637923411,59155326,0,612303466,7832485
1426552205418040000,245239191,7513406,2653264147,59297036,0,641247034,7848622
1426552205468040000,245764925,7530668,2667951300,59439023,0,669033993,7864132
1426552205518040000,246284717,7545542,2682502626,59570394,0,696486748,7879440
1426552205568040000,246803040,7562670,2696981063,59710587,0,723883313,7894735
1426552205618040000,247322620,7577569,2711526368,59841825,0,751324851,7910037
1426552205668040000,247836010,7594758,2725864926,59983170,0,778459906,7925185
1426552205718040000,248364961,7612115,2740643382,60124695,0,806417586,7940791
1426552205768040000,248888833,7626953,2755310358,60255246,0,834086607,7956220
1426552205818040000,249409760,7644192,2769861519,60397643,0,861619146,7971590
1426552205868040000,249929085,7659140,2784399585,60529168,0,889047168,7986884
1426552205918040000,250438636,7676083,2798630959,60667647,0,915981674,8001922
1426552205968040000,250970833,7691061,2813532576,60799637,0,944089515,8017594
1426552206018040000,251488577,7708395,2827993583,60942525,0,971453593,8032869
1426552206068040000,252012331,7723318,2842656929,61074026,0,999115813,8048295
1426552206118040000,252533288,7740478,2857209757,61214562,0,1026651482,8063665
1426552206168040000,253053968,7757745,2871753419,61357820,0,1054169689,8079027
1426552206218040000,253579993,7772601,2886480777,61489466,0,1081952086,8094518
1426552206268040000,254096823,7789750,2900916834,61630372,0,1109269457,8109769
1426552206318040000,254616395,7804489,2915463259,61758860,0,1136712997,8125072
1426552206368040000,255134196,7821709,2929926392,61900398,0,1164081052,8140350
1426552206423040000,255707814,7839696,2945962611,62052168,0,1194390748,8157263
1426552206479040000,256291019,7857851,2962269170,62205378,0,1225206194,8174457
1426552206529040000,256812503,7872793,2976867837,62337692,0,1252747473,8189815
1426552206579040000,257334900,7890001,2991460999,62478951,0,1280358612,8205228
1426552206629040000,257858567,7905106,3006120160,62614078,0,1308013044,8220648
1426552206679040000,258375276,7922376,3020551504,62757553,0,1335321560,8235893
1426552206729040000,258897663,7937368,3035174785,62891768,0,1362908888,8251276
1426552206779040000,259420390,7954716,3049775714,63036360,0,1390534579,8266698
1426552206829040000,259939174,7969587,3064298775,63167399,0,1417934341,8281977
1426552206879040000,260467869,7986971,3079068902,63310957,0,1445876519,8297574
1426552206929040000,260969217,8002188,3093098010,63440051,0,1472368239,8312364
1426552206979040000,261500252,8019145,3107935720,63584556,0,1500421207,8328007
1426552207029040000,262027640,8036401,3122669147,63727723,0,1528294636,8343565
1426552207079040000,262545908,8051356,3137177187,63859470,0,1555666410,8358829
1426552207129040000,263064013,8068396,3151650345,63998000,0,1583053247,8374118
1426552207179040000,263586185,8083301,3166268426,64130228,0,1610630811,8389496
1426552207229040000,264108388,8100624,3180854684,64274530,0,1638228969,8404902
1426552207279040000,264626629,8115372,3195363155,64403747,0,1665601602,8420165
1426552207329040000,265149976,8132588,3209983296,64544925,0,1693263237,8435606
1426552207392040000,265855618,8155019,3229707773,64732973,0,1730550610,8456415
1426552207452040000,266431403,8173078,3245805109,64885060,0,1760974731,8473391
1426552207502040000,266941005,8187778,3260069997,65013106,0,1787891792,8488401
1426552207552040000,267469998,8205129,3274848609,65156577,0,1815849740,8504007
1426552207602040000,267989726,8219856,3289399635,65284728,0,1843301899,8519315
1426552207652040000,268511877,8236958,3303986407,65424853,0,1870901150,8534722
1426552207702040000,269023020,8251643,3318294131,65554196,0,1897898354,8549777
1426552207752040000,269538295,8268745,3332685996,65695226,0,1925133070,8564981
1426552207802040000,270071782,8286280,3347590527,65841272,0,1953326525,8580718
1426552207852040000,270596259,8301199,3362273938,65973311,0,1981026269,8596164
1426552207902040000,271105999,8318423,3376509010,66115388,0,2007967802,8611204
1426552207952040000,271636786,8333366,3391371202,66246820,0,2036001887,8626836
1426552208002040000,272159101,8350679,3405961333,66389805,0,2063607335,8642246
1426552208052040000,272679587,8365551,3420532338,66520933,0,2091096809,8657575
1426552208102040000,273200323,8382720,3435078433,66662511,0,2118620057,8672940
1426552208152040000,273725397,8397623,3449779005,66793925,0,2146351919,8688403
1426552208202040000,274242630,8414801,3464226057,66935587,0,2173689829,8703664
1426552208252040000,274762917,8432051,3478759630,67076635,0,2201189552,8719016
1426552208302040000,274916471,8435502,3482744910,67116081,0,2208690935,8723348
1426552208312040000,274916471,8435502,3482744910,67116081,0,2208690935,8723348
1426552208322040000,274916471,8435502,3482744910,67116081,0,2208690935,8723348
1426552208342040000,274916471,8435502,3482744910,67116081,0,2208690935,8723348
1426552208352040000,274916471,8435502,3482744910,67116081,0,2208690935,8723348
1426552208372040000,274916471,8435502,3482744910,67116081,0,2208690935,8723348
1426552208405040000,274916471,8435502,3482744910,67116081,0,2208690935,8723348
1426552208425040000,274916471,8435502,3482744910,67116081,0,2208690935,8723348
1426552208445040000,274916471,8435502,3482744910,67116081,0,2208690935,8723348
1426552208465040000,274916471,8435502,3482744910,67116081,0,2208690935,8723348
1426552208475040000,274916471,8435502,3482744910,67116081,0,2208690935,8723348
1426552208495040000,274916471,8435502,3482744910,67116081,0,2208690935,8723348
1426552208515040000,274916471,8435502,3482744910,67116081,0,2208690935,8723348
1426552208525040000,274916471,8435502,3482744910,67116081,0,2208690935,8723348
1426552208545040000,274916471,8435502,3482744910,67116081,0,2208690935,8723348
1426552208565040000,274916471,8435502,3482744910,67116081,0,2208690935,8723348
1426552208575040000,274916471,8435502,3482744910,67116081,0,2208690935,8723348
1426552208595040000,274916471,8435502,3482744910,67116081,0,2208690935,8723348
1426552208615040000,274916471,8435502,3482744910,67116081,0,2208690935,8723348
1426552208625040000,274916471,8435502,3482744910,67116081,0,2208690935,8723348
1426552208645040000,274916471,8435502,3482744910,67116081,0,2208690935,8723348
1426552208665040000,274916471,8435502,3482744910,67116081,0,2208690935,8723348
1426552208675040000,274916471,8435502,3482744910,67116081,0,2208690935,8723348
1426552208695040000,274916471,8435502,3482744910,67116081,0,2208690935,8723348
1426552208715040000,274916471,8435502,3482744910,67116081,0,2208690935,8723348
1426552208765040000,274916471,8435502,3482744910,67116081,0,2208690935,8723348
1426552208815040000,274916471,8435502,3482744910,67116081,0,2208690935,8723348
1426552208865040000,274916471,8435502,3482744910,67116081,0,2208690935,8723348
1426552208915040000,274916471,8435502,3482744910,67116081,0,2208690935,8723348
1426552208965040000,274916471,8435502,3482744910,67116081,0,2208690935,8723348
1426552209015040000,274916471,8435502,3482744910,67116081,0,2208690935,8723348
1426552209065040000,274916471,8435502,3482744910,67116081,0,2208690935,8723348
1426552209115040000,274916471,8435502,3482744910,67116081,0,2208690935,8723348
1426552209165040000,274916471,8435502,3482744910,67116081,0,2208690935,8723348
1426552209215040000,274916471,8435502,3482744910,67116081,0,2208690935,8723348
1426552209265040000,274916471,8435502,3482744910,67116081,0,2208690935,8723348
1426552209315040000,274916471,8435502,3482744910,67116081,0,2208690935,8723348
1426552209365040000,274916471,8435502,3482744910,67116081,0,2208690935,8723348
1426552209428040000,274916471,8435502,3482744910,67116081,0,2208690935,8723348
1426552209478040000,274916471,8435502,3482744910,67116081,0,2208690935,8723348
1426552209528040000,274916471,8435502,3482744910,67116081,0,2208690935,8723348
1426552209578040000,274916471,8435502,3482744910,67116081,0,2208690935,8723348
1426552209628040000,274916471,8435502,3482744910,67116081,0,2208690935,8723348
1426552209678040000,274916471,8435502,3482744910,67116081,0,2208690935,8723348
1426552209728040000,274916471,8435502,3482744910,67116081,0,2208690935,8723348
1426552209778040000,274916471,8435502,3482744910,67116081,0,2208690935,8723348
1426552209828040000,274916471,8435502,3482744910,67116081,0,2208690935,8723348
1426552209878040000,274916471,8435502,3482744910,67116081,0,2208690935,8723348
1426552209939040000,274916471,8435502,3482744910,67116081,0,2208690935,8723348
1426552209989040000,274916471,8435502,3482744910,67116081,0,2208690935,8723348
1426552210039040000,274916471,8435502,3482744910,67116081,0,2208690935,8723348
1426552210089040000,274916471,8435502,3482744910,67116081,0,2208690935,8723348
1426552210149040000,274916471,8435502,3482744910,67116081,0,2208690935,8723348
1426552210209040000,274916471,8435502,3482744910,67116081,0,2208690935,8723348
1426552210259040000,274916471,8435502,3482744910,67116081,0,2208690935,8723348
1426552210309040000,274916471,8435502,3482744910,67116081,0,2208690935,8723348
1426552210359040000,274916471,8435502,3482744910,67116081,0,2208690935,8723348
1426552210435040000,274916471,8435502,3482744910,67116081,0,2208690935,8723348
1426552210485040000,274916471,8435502,3482744910,67116081,0,2208690935,8723348
1426552210535040000,274916471,8435502,3482744910,67116081,0,2208690935,8723348
1426552210585040000,274916471,8435502,3482744910,67116081,0,2208690935,8723348
1426552210635040000,274916471,8435502,3482744910,67116081,0,2208690935,8723348
1426552210685040000,274916471,8435502,3482744910,67116081,0,2208690935,8723348
1426552210735040000,274916471,8435502,3482744910,67116081,0,2208690935,8723348
1426552210785040000,274916471,8435502,3482744910,67116081,0,2208690935,8723348
1426552210835040000,274916471,8435502,3482744910,67116081,0,2208690935,8723348
1426552210865040000,274916471,8435502,3482744910,67116081,0,2208690935,8723348
1426552210885040000,274916471,8435502,3482744910,67116081,0,2208690935,8723348
1426552210895040000,274916471,8435502,3482744910,67116081,0,2208690935,8723348
1426552210915040000,274916471,8435502,3482744910,67116081,0,2208690935,8723348
1426552210935040000,274916471,8435502,3482744910,67116081,0,2208690935,8723348
1426552210955040000,274916471,8435502,3482744910,67116081,0,2208690935,8723348
1426552210975040000,274916471,8435502,3482744910,67116081,0,2208690935,8723348
1426552210985040000,274916471,8435502,3482744910,67116081,0,2208690935,8723348
1426552211005040000,274916471,8435502,3482744910,67116081,0,2208690935,8723348
1426552211025040000,274916471,8435502,3482744910,67116081,0,2208690935,8723348
1426552211035040000,274916471,8435502,3482744910,67116081,0,2208690935,8723348
1426552211055040000,274916471,8435502,3482744910,67116081,0,2208690935,8723348
1426552211075040000,274916471,8435502,3482744910,67116081,0,2208690935,8723348
1426552211085040000,274916471,8435502,3482744910,67116081,0,2208690935,8723348
1426552211105040000,274916471,8435502,3482744910,67116081,0,2208690935,8723348
1426552211125040000,274916471,8435502,3482744910,67116081,0,2208690935,8723348
1426552211135040000,274916471,8435502,3482744910,67116081,0,2208690935,8723348
1426552211155040000,274916471,8435502,3482744910,67116081,0,2208690935,8723348
1426552211175040000,274916471,8435502,3482744910,67116081,0,2208690935,8723348
1426552211185040000,274916471,8435502,3482744910,67116081,0,2208690935,8723348
1426552211205040000,274916471,8435502,3482744910,67116081,0,2208690935,8723348
1426552211225040000,274916471,8435502,3482744910,67116081,0,2208690935,8723348
1426552211235040000,274916471,8435502,3482744910,67116081,0,2208690935,8723348
1426552211255040000,274916471,8435502,3482744910,67116081,0,2208690935,8723348
1426552211285040000,274916471,8435502,3482744910,67116081,0,2208690935,8723348
1426552211335040000,274916471,8435502,3482744910,67116081,0,2208690935,8723348
1426552211385040000,274916471,8435502,3482744910,67116081,0,2208690935,8723348
1426552211439040000,274916471,8435502,3482744910,67116081,0,2208690935,8723348
1426552211489040000,274916471,8435502,3482744910,67116081,0,2208690935,8723348
1426552211539040000,274916471,8435502,3482744910,67116081,0,2208690935,8723348
1426552211589040000,274916471,8435502,3482744910,67116081,0,2208690935,8723348
1426552211639040000,274916471,8435502,3482744910,67116081,0,2208690935,8723348
1426552211689040000,274916471,8435502,3482744910,67116081,0,2208690935,8723348
1426552211739040000,274916471,8435502,3482744910,67116081,0,2208690935,8723348
1426552211789040000,274916471,8435502,3482744910,67116081,0,2208690935,8723348
1426552211853040000,274916471,8435502,3482744910,67116081,0,2208690935,8723348
1426552211903040000,274916471,8435502,3482744910,67116081,0,2208690935,8723348
1426552211953040000,274916471,8435502,3482744910,67116081,0,2208690935,8723348
1426552212003040000,274916471,8435502,3482744910,67116081,0,2208690935,8723348
1426552212063040000,274916471,8435502,3482744910,67116081,0,2208690935,8723348
1426552212113040000,274916471,8435502,3482744910,67116081,0,2208690935,8723348
1426552212164040000,274916471,8435502,3482744910,67116081,0,2208690935,8723348
1426552212214040000,274916471,8435502,3482744910,67116081,0,2208690935,8723348
1426552212264040000,274916471,8435502,3482744910,67116081,0,2208690935,8723348
1426552212314040000,274916471,8435502,3482744910,67116081,0,2208690935,8723348
1426552212364040000,274916471,8435502,3482744910,67116081,0,2208690935,8723348
1426552212436040000,274916471,8435502,3482744910,67116081,0,2208690935,8723348
1426552212486040000,274916471,8435502,3482744910,67116081,0,2208690935,8723348
